latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.110721,80.2459,10.0,0,GMT,GMT

time,temperature_2m_max (°C),precipitation_sum (mm)
2017-07-06,36.3,0.10
2017-07-07,33.6,1.00
2017-07-08,33.2,0.00
2017-07-09,35.0,5.60
2017-07-10,33.7,0.00
2017-07-11,35.0,2.60
2017-07-12,29.6,9.60
2017-07-13,32.0,0.10
2017-07-14,33.1,0.00
2017-07-15,34.3,0.00
2017-07-16,34.8,0.20
2017-07-17,35.2,0.30
2017-07-18,34.0,0.70
2017-07-19,35.2,0.70
2017-07-20,35.3,0.00
2017-07-21,36.5,0.00
2017-07-22,35.9,0.10
2017-07-23,36.5,0.10
2017-07-24,35.5,0.10
2017-07-25,36.2,0.70
2017-07-26,35.0,0.50
2017-07-27,35.0,1.10
2017-07-28,35.4,19.70
2017-07-29,32.3,2.60
2017-07-30,34.4,15.10
2017-07-31,32.2,7.40
2017-08-01,34.3,6.10
2017-08-02,34.0,2.80
2017-08-03,35.3,0.00
2017-08-04,35.5,1.00
2017-08-05,34.8,3.10
2017-08-06,34.0,2.90
2017-08-07,31.6,12.50
2017-08-08,33.5,12.40
2017-08-09,32.2,11.60
2017-08-10,31.1,5.50
2017-08-11,31.6,12.40
2017-08-12,32.2,18.60
2017-08-13,32.3,12.70
2017-08-14,31.4,15.40
2017-08-15,31.0,1.10
2017-08-16,33.0,0.90
2017-08-17,31.8,22.50
2017-08-18,29.0,13.60
2017-08-19,32.4,1.30
2017-08-20,31.8,0.00
2017-08-21,32.0,14.90
2017-08-22,31.4,0.50
2017-08-23,32.2,10.60
2017-08-24,31.5,19.70
2017-08-25,30.0,7.00
2017-08-26,33.2,6.90
2017-08-27,30.1,16.10
2017-08-28,30.9,0.10
2017-08-29,32.2,1.10
2017-08-30,33.8,8.60
2017-08-31,32.3,2.60
